type,name,label::English (en),label::French (fr),label::Arabic (ar),required,default,relevant,appearance,constraint,constraint_message::English (en),constraint_message::French (fr),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::French (fr),hint::Arabic (ar),repeat_count,parameters
integer,attending_girls_6_10,3. Girls (6-10),3. Filles (6-10),ÇáİÊíÇÊ (6-10),yes,,,,.>= 0 and .<= ${school_aged_girls},should be between 0 and school aged children,devrait être entre 0 et les enfants d'âge scolaire,íÌÈ Ãä íßæä Èíä 0 æ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ,,,,,,,
integer,attending_girls_11_17,4. Girls (11-17) ,4. Filles (11-17) ,ÇáİÊíÇÊ (11-17),yes,,,,.>= 0 and .<= ${school_aged_girls},should be between 0 and school aged children,devrait être entre 0 et les enfants d'âge scolaire,íÌÈ Ãä íßæä Èíä 0 æ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ,,,,,,,
end_group,,,,,,,,,,,,,,,,,,,
calculate,children_attending_calc,,,,,,,,,,,,,${attending_boys_6_10}+${attending_boys_11_17}+${attending_girls_6_10}+${attending_girls_11_17},,,,,
note,chidlren_attending_err,the total is greater than enrolled children,le total est supérieur à celui des enfants inscrits,"ÇáãÌãæÚ ÃßÈÑ ãä ÇáÃØİÇá ÇáãÓÌáíä
",yes,,${children_attending_calc}>${children_enrolled_calc},,,,,,,,,,,,
calculate,notattending_notenrolled_school_male,,,,,,,,,,,,,${school_aged_boys} - (${attending_boys_6_10}+${attending_boys_11_17}),,,,,
calculate,notattending_notenrolled_school_female,,,,,,,,,,,,,${school_aged_girls} - (${attending_girls_6_10}+${attending_girls_11_17}),,,,,
begin_group,not_attending_school_since_male,"Of the school-aged boys who are neither enrolled in school nor attending school, for how long have they not attended school? Enter number of boys for each","Parmi les garcons d'âge scolaire qui ne sont ni inscrits ni fréquentant l'école, depuis combien de temps n'ont-ils pas allés?","ãä ÇáÃæáÇÏ İí Óä ÇáãÏÑÓÉ ÇáÛíÑ ãÓÌáæä ÈÇáãÏÑÓÉ æáÇ íĞåÈæä Åáì ÇáãÏÑÓÉ ¡ ãäĞ ãÊì áã íĞåÈæä Åáì ÇáãÏÑÓÉ¿ ÃÏÎá ÚÏÏ ÇáÃæáÇÏ",yes,,${notattending_notenrolled_school_male}>0 and (${school_aged_girls}>0 or ${school_aged_boys}>0),field-list,,,,,,,This does not include not attending during school holidays,Cela n'inclut pas le fait qu'ils ne fréquentent pas l'établissement pendant les vacances scolaires,"åĞÇ áÇ íÔãá ÚÏã ÇáÍÖæÑ ÎáÇá ÇáÚØáÇÊ ÇáãÏÑÓíÉ
",,
integer,not_attending_since_less_1month_male,1. Less than 1 month,1. Moins d'un mois,ÃŞá ãä ÔåÑ æÇÍÏ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_male},should be between 0 and school aged boys not attending school,devrait être entre 0 et les garçons d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÃæáÇÏ ÇáãÛíÈíä Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_1_3months_male,2. 1-3 months,2. 1-3 mois,ãä ÔåÑ Çáì 3 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_male},should be between 0 and school ages boys not attending school,devrait être entre 0 et les garçons d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÃæáÇÏ ÇáãÛíÈíä Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_4_6months_male,3. 4-6 months,3. 4-6 mois,ãä 4 ÃÔåÑ Åáì 6 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_male},should be between 0 and school ages boys not attending school,devrait être entre 0 et les garçons d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÃæáÇÏ ÇáãÛíÈíä Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_more_6months_male,4. More than 6 months,4. Plus de 6 mois,ÃßËÑ ãä 6 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_male},should be between 0 and school ages boys not attending school,devrait être entre 0 et les garçons d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÃæáÇÏ ÇáãÛíÈíä Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_entire_schoolyear_male,5. Entire 2018-2019 school year ,5. Année scolaire 2018-2019,ßÇãá 2018-2019 ÇáÚÇã ÇáÏÑÇÓí,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_male},should be between 0 and school ages boys not attending school,devrait être entre 0 et les garçons d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÃæáÇÏ ÇáãÛíÈíä Úä ÇáãÏÑÓÉ,,,,,,,
integer,never_attended_school_male,Never attended school,jamais inscrit dans une école,áã íĞåÈ ÃÈÏÇğ Åáì ÇáãÏÑÓÉ,yes,,,,,,,,,,,,,,
end_group,,,,,,,,,,,,,,,,,,,
calculate,notattending_notenrolled_school_male_calc,,,,,,,,,,,,,${not_attending_since_less_1month_male}+${not_attending_since_1_3months_male}+${not_attending_since_4_6months_male}+${not_attending_since_more_6months_male}+${not_attending_since_entire_schoolyear_male}+${never_attended_school_male},,,,,
note,notattending_notenrolled_school_male_err,the sum is greater than the number of school boys not attending school,la somme est supérieure au nombre de garcons non scolarisés,ÇáãÌãæÚ áÇ íÓÇæí ÚÏÏ ÇáÃæáÇÏ ÇáãÏÇÑÓ ÛíÑ ÇáãáÊÍŞíä ÈÇáãÏÑÓÉ,yes,,${notattending_notenrolled_school_male_calc} != ${notattending_notenrolled_school_male} and (${notattending_notenrolled_school_male_calc}>0),,,,,,,,,,,,
begin_group,not_attending_school_since_female,"Of the school-aged girls who are neither enrolled in school nor attending school, for how long have they not attended school? Enter number of girls for each","Parmi les filles d'âge scolaire qui ne sont ni inscrits ni fréquentant l'école, depuis combien de temps n'ont-ils pas allés?","ãä ÇáÈäÇÊ İí Óä ÇáãÏÑÓÉ ÇáÛíÑ ãÓÌáÇÊ ÈÇáãÏÑÓÉ æáÇ íĞåÈä Åáì ÇáãÏÑÓÉ ¡ ãäĞ ãÊì áã íĞåÈä Åáì ÇáãÏÑÓÉ¿ ÃÏÎá ÚÏÏ ÇáİÊíÇÊ",yes,,${notattending_notenrolled_school_female}>0 and (${school_aged_girls}>0 or ${school_aged_boys}>0),field-list,,,,,,,This does not include not attending during school holidays,Cela n'inclut pas le fait qu'ils ne fréquentent pas l'établissement pendant les vacances scolaires,"åĞÇ áÇ íÔãá ÚÏã ÇáÍÖæÑ ÎáÇá ÇáÚØáÇÊ ÇáãÏÑÓíÉ
",,
integer,not_attending_since_less_1month_female,1. Less than 1 month,1. Moins d'un mois,ÃŞá ãä ÔåÑ æÇÍÏ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_female},should be between 0 and school aged girls not attending school,devrait être entre 0 et les filles d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÈäÇÊ ÇáãÛíÈÇÊ Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_1_3months_female,2. 1-3 months,2. 1-3 mois,ãä ÔåÑ Çáì 3 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_female},should be between 0 and school aged girls not attending school,devrait être entre 0 et les filles d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÈäÇÊ ÇáãÛíÈÇÊ Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_4_6months_female,3. 4-6 months,3. 4-6 mois,ãä 4 ÃÔåÑ Åáì 6 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_female},should be between 0 and school aged girls not attending school,devrait être entre 0 et les filles d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÈäÇÊ ÇáãÛíÈÇÊ Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_more_6months_female,4. More than 6 months,4. Plus de 6 mois,ÃßËÑ ãä 6 ÃÔåÑ,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_female},should be between 0 and school aged girls not attending school,devrait être entre 0 et les filles d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÈäÇÊ ÇáãÛíÈÇÊ Úä ÇáãÏÑÓÉ,,,,,,,
integer,not_attending_since_entire_schoolyear_female,5. Entire 2018-2019 school year ,5. Année scolaire 2018-2019,ßÇãá 2018-2019 ÇáÚÇã ÇáÏÑÇÓí,yes,,,,.>=0 and .<= ${notattending_notenrolled_school_female},should be between 0 and school aged girls not attending school,devrait être entre 0 et les filles d'âge scolaire ne fréquentant pas l'école,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ ÚÏÏ ÇáÈäÇÊ ÇáãÛíÈÇÊ Úä ÇáãÏÑÓÉ,,,,,,,
integer,never_attended_school_female,Never attended school,jamais inscrit dans une école,áã íĞåÈ ÃÈÏÇğ Åáì ÇáãÏÑÓÉ,yes,,,,,,,,,,,,,,
end_group,,,,,,,,,,,,,,,,,,,
calculate,notattending_notenrolled_school_female_calc,,,,,,,,,,,,,${not_attending_since_less_1month_female}+${not_attending_since_1_3months_female}+${not_attending_since_4_6months_female}+${not_attending_since_more_6months_female}+${not_attending_since_entire_schoolyear_female}+${never_attended_school_female},,,,,
note,notattending_notenrolled_school_female_err,the sum is greater than the number or school girls not atending school,la somme est supérieure au nombre de filles non scolarisés,ÇáãÌãæÚ áÇ íÓÇæí ÚÏÏ ÇáÈäÇÊ ÇáãÏÇÑÓ ÛíÑ ÇáãáÊÍŞÇÊ ÈÇáãÏÑÓÉ,yes,,${notattending_notenrolled_school_female_calc} != ${notattending_notenrolled_school_female} and (${notattending_notenrolled_school_female_calc}>0),,,,,,,,,,,,
select_multiple type_education,type_education,What type of education do the children in your household have access to in this baladiya?,? quel type d'éducation vos enfants ont-ils accès à cette baladiya?,ãÇ äæÚ ÇáÊÚáíã ÇáĞí íãßä áÃØİÇáß ÇáæÕæá Åáíå İí åĞå ÇáÈáÏíÉ¿,yes,,${school_aged_girls}>0 or ${school_aged_boys}>0,,"if(${children_enrolled_calc}>0, not(selected(.,'no_access_formal_edu')),count-selected(.)>=1) and (not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1)","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options and cannot select ""No access to formal school"" when the children are enrolled","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì. áÇ íãßä ÊÍÏíÏ ""áÇ íãßä ÇáæÕæá Åáì ÇáÊÚáíã ÇáÑÓãí"" ÅĞÇ ßÇä ÇáÃØİÇá íáÊÍŞæä ÈÇáãÏÑÓÉ",,,,,,,
text,type_education_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${type_education},'other')",,,,,,,,,,,,
select_multiple reasons_not_enrolled_not_attending,reasons_not_enrolled_not_attending,"Of the school-aged children in your household who are neither enrolled in school nor attending school, why are they not attending school?",Quelles sont les raisons les plus citées pour lesquelles vos enfants ne s'inscrivent pas aux services éducatifs ou n'aillent pas régulièrement? ,ãÇ åí ÇáÃÓÈÇÈ ÇáÃßËÑ ĞßÑğÇ áÚÏã ÇáÊÍÇŞ ÃØİÇáß ÈÎÏãÇÊ ÇáÊÚáíã Ãæ ÍÖæÑåÇ ÈÇäÊÙÇã¿,yes,,(${notattending_notenrolled_school_male}>0 or ${notattending_notenrolled_school_female}>0) and (${school_aged_girls}>0 or ${school_aged_boys}>0),,"not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.)<=5 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,Please select up to five main reasons from the below categories.,Veuillez choisir jusqu'à cinq raisons principales parmi les catégories ci-dessous.,íÑÌì ÊÍÏíÏ ãÇ íÕá Åáì ÎãÓÉ ÃÓÈÇÈ ÑÆíÓíÉ ãä ÇáİÆÇÊ ÃÏäÇå,,
text,reasons_not_enrolled_not_attending_ot,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${reasons_not_enrolled_not_attending},'other')",,,,,,,,,,,,
select_multiple problems_school_infrastructure,problems_school_infrastructure,What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,Quels sont les problèmes spécifiques liés à l'infrastructure scolaire qui ont contribué à ce que les enfants d'âge scolaire ne fréquentent pas l'école?,ãÇ åí ÇáÚæÇÆŞ ÇáãÊÚáŞÉ ÈÇáÈäíÉ ÇáÊÍÊíÉ ááãÏÑÓÉ æÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,yes,,"selected(${reasons_not_enrolled_not_attending},'problems_school_infrastructures')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,problems_school_infrastructure_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${problems_school_infrastructure},'other')",,,,,,,,,,,,
select_multiple problems_school_means_transport_materials,problems_school_means_transport_materials,"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","Quels sont les problèmes spécifiques liés aux moyens, au transport, au matériel ou à la nourriture qui ont contribué à ce que les enfants d'âge scolaire ne fréquentent pas l'école?",ãÇ åí ÇáÚæÇÆŞ  ÇáãÊÚáŞÉ ÈÇáæÓÇÆá Ãæ æÓÇÆá ÇáäŞá Ãæ ÇáÃÏæÇÊ Ãæ ÇáØÚÇã ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,yes,,"selected(${reasons_not_enrolled_not_attending},'problems_means_transport_materials_food')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,problems_school_means_transport_materials_ot,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${problems_school_means_transport_materials},'other')",,,,,,,,,,,,
select_multiple problems_school_curriculum,problems_school_curriculum,"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","Quels sont les problèmes spécifiques liés à la qualité, au programme d'études ou à la capacité qui ont contribué à ce que les enfants d'âge scolaire ne fréquentent pas l'école?",ãÇ åí ÇáÚæÇÆŞ  ÇáãÊÚáŞÉ ÈÇáÌæÏÉ Ãæ ÇáãäÇåÌ ÇáÏÑÇÓíÉ Ãæ ÇáŞÏÑÇÊ ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,yes,,"selected(${reasons_not_enrolled_not_attending},'problems_quality_curriculum_capacity')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,problems_school_curriculum_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${problems_school_curriculum},'other')",,,,,,,,,,,,
select_multiple problems_school_safety,problems_school_safety,What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,Quels sont les problèmes spécifiques de sécurité qui ont contribué à ce que les enfants d'âge scolaire ne fréquentent pas l'école?,ãÇ åí ÇáÚæÇÆŞ ÇáãÊÚáŞÉ ÈÇáÓáÇãÉ æÇáÃãä ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,yes,,"selected(${reasons_not_enrolled_not_attending},'problems_safety_security')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,problems_school_safety_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${problems_school_safety},'other')",,,,,,,,,,,,
select_multiple problems_school_health_behavior,problems_school_health_behavior,"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","Quels sont les problèmes spécifiques liés aux vulnérabilités des enfants (santé/comportement, documentation, etc.) qui ont contribué à ce que les enfants d'âge scolaire ne fréquentent pas l'école?","ãÇ åí ÇáÚæÇÆŞ  ÇáãÊÚáŞÉ ÈÊÚÑÖ ÇáÃØİÇá ááÎØÑ (ÇáÕÍÉ / ÇáÓáæß¡ ÇáæËÇÆŞ¡ ÅáÎ) ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿",yes,,"selected(${reasons_not_enrolled_not_attending},'problems_childs_behaviors')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,problems_school_health_behavior_ot,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${problems_school_health_behavior},'other')",,,,,,,,,,,,
select_one yes_no_dwta,wishing_child_access_edu,Would you like your children in your household that are not attending school to access education while in Libya?,Aimeriez-vous que les enfants de votre foyer qui ne vont pas à l'école aient accès à l'éducation pendant leur séjour en Libye ?,åá íÑÛÈ ÃØİÇáß İí ÃÓÑÊß ÇáĞíä áÇ íĞåÈæä Åáì ÇáãÏÑÓÉ ááæÕæá Åáì ÇáÊÚáíã ÃËäÇÁ æÌæÏåã İí áíÈíÇ¿,yes,,${notattending_notenrolled_school_male}>0 or ${notattending_notenrolled_school_female}>0,quick,,,,,,,,,,,
select_multiple issues_faced_attending_school,issues_faced_attending_school,Have any children in your household ever faced any of these issues when attending school in Libya?,Y a-t-il des enfants de votre foyer qui ont déjà été confrontés à l'un de ces problèmes lorsqu'ils vont à l'école en Libye?,åá æÇÌå Ãí ãä ÃØİÇá ÃÓÑÊß ÃíğÇ ãä åĞå ÇáãÔÇßá ÚäÏ ÇáĞåÇÈ Åáì/İí ÇáãÏÑÓÉ¿,yes,,${enrolled_boys_6_10}>0 or ${enrolled_boys_11_17}>0 or ${enrolled_girls_6_10}>0 or ${enrolled_girls_11_17}>0 ,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_issue_faced_attending_school')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" or ""No issues faced by children in the household when attending school"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" ou ""Aucun problème rencontré par les enfants du ménage lorsqu'ils vont à l'école"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" Ãæ ""áÇ ÊæÌÏ ãÔßáÇÊ ÊæÇÌå ÇáÃØİÇá İí ÇáÃÓÑÉ ÚäÏ ÇáĞåÇÈ Åáì ÇáãÏÑÓÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
